,S21
5.61380138013801,(-0.9902549845750979+0.1385611265409944j)
5.613951395139511,(-0.9902544609430872+0.1385648342263305j)
5.614101410141011,(-0.9902539372950064+0.1385685419261756j)
5.614251425142511,(-0.9902534136308535+0.1385722496405422j)
5.61440144014401,(-0.9902528899506268+0.1385759573694428j)
5.61455145514551,(-0.9902523662543246+0.13857966511289j)
5.61470147014701,(-0.9902518425419449+0.1385833728708964j)
5.61485148514851,(-0.990251318813486+0.1385870806434747j)
5.61500150015002,(-0.9902507950689466+0.1385907884306377j)
5.61515151515152,(-0.9902502713083242+0.1385944962323973j)
5.61530153015302,(-0.9902497475316179+0.1385982040487668j)
5.61545154515452,(-0.9902492237388252+0.1386019118797586j)
5.61560156015602,(-0.9902486999299447+0.1386056197253856j)
5.61575157515752,(-0.9902481761049744+0.1386093275856602j)
5.61590159015902,(-0.9902476522639129+0.1386130354605952j)
5.61605160516052,(-0.9902471284067579+0.1386167433502034j)
5.61620162016202,(-0.9902466045335081+0.1386204512544974j)
5.61635163516352,(-0.9902460806441616+0.1386241591734901j)
5.61650165016502,(-0.9902455567387165+0.138627867107194j)
5.61665166516652,(-0.990245032817171+0.1386315750556221j)
5.61680168016802,(-0.9902445088795236+0.138635283018787j)
5.61695169516952,(-0.9902439849257725+0.1386389909967017j)
5.61710171017102,(-0.9902434609559156+0.1386426989893788j)
5.61725172517252,(-0.9902429369699512+0.1386464069968312j)
5.61740174017402,(-0.9902424129678776+0.1386501150190717j)
5.61755175517552,(-0.990241888949693+0.1386538230561132j)
5.61770177017702,(-0.9902413649153956+0.1386575311079685j)
5.61785178517852,(-0.9902408408649835+0.1386612391746505j)
5.61800180018002,(-0.9902403167984554+0.138664947256172j)
5.618151815181521,(-0.9902397927158086+0.138668655352546j)
5.61830183018302,(-0.9902392686170423+0.1386723634637854j)
5.61845184518452,(-0.990238744502154+0.1386760715899031j)
5.61860186018602,(-0.9902382203711422+0.138679779730912j)
5.61875187518752,(-0.9902376962240046+0.1386834878868251j)
5.61890189018902,(-0.9902371720607404+0.1386871960576553j)
5.61905190519052,(-0.9902366478813469+0.1386909042434157j)
5.61920192019202,(-0.9902361236858225+0.1386946124441191j)
5.61935193519352,(-0.9902355994741656+0.1386983206597786j)
5.61950195019502,(-0.9902350752463744+0.1387020288904073j)
5.61965196519652,(-0.9902345510024467+0.1387057371360181j)
5.61980198019802,(-0.9902340267423813+0.1387094453966241j)
5.61995199519952,(-0.9902335024661757+0.1387131536722384j)
5.620102010201019,(-0.9902329781738286+0.138716861962874j)
5.620252025202519,(-0.9902324538653378+0.1387205702685439j)
5.620402040204019,(-0.9902319295407016+0.1387242785892614j)
5.620552055205519,(-0.9902314051999184+0.1387279869250395j)
5.620702070207021,(-0.9902308808429863+0.1387316952758914j)
5.620852085208521,(-0.9902303564699031+0.1387354036418301j)
5.62100210021002,(-0.9902298320806674+0.1387391120228688j)
5.62115211521152,(-0.9902293076752771+0.1387428204190208j)
5.62130213021302,(-0.9902287832537305+0.138746528830299j)
5.62145214521452,(-0.9902282588160256+0.1387502372567169j)
5.62160216021602,(-0.9902277343621608+0.1387539456982875j)
5.62175217521752,(-0.9902272098921342+0.1387576541550241j)
5.62190219021902,(-0.9902266854059438+0.1387613626269399j)
5.62205220522052,(-0.9902261609035878+0.1387650711140482j)
5.62220222022202,(-0.9902256363850644+0.1387687796163622j)
5.62235223522352,(-0.9902251118503722+0.1387724881338953j)
5.62250225022502,(-0.9902245872995085+0.1387761966666606j)
5.62265226522652,(-0.9902240627324718+0.1387799052146716j)
5.62280228022802,(-0.9902235381492603+0.1387836137779414j)
5.62295229522952,(-0.9902230135498723+0.1387873223564835j)
5.62310231023102,(-0.9902224889343056+0.1387910309503111j)
5.62325232523252,(-0.9902219643025587+0.1387947395594377j)
5.62340234023402,(-0.9902214396546295+0.1387984481838767j)
5.62355235523552,(-0.9902209149905161+0.1388021568236414j)
5.6237023702370195,(-0.9902203903102167+0.1388058654787451j)
5.62385238523852,(-0.9902198656137299+0.1388095741492014j)
5.62400240024002,(-0.990219340901053+0.1388132828350236j)
5.62415241524152,(-0.9902188161721845+0.1388169915362253j)
5.62430243024302,(-0.9902182914271225+0.1388207002528197j)
5.62445244524452,(-0.9902177666658654+0.1388244089848205j)
5.62460246024602,(-0.9902172418884108+0.138828117732241j)
5.62475247524752,(-0.9902167170947572+0.138831826495095j)
5.62490249024902,(-0.9902161922849027+0.1388355352733956j)
5.62505250525053,(-0.9902156674588452+0.1388392440671569j)
5.62520252025203,(-0.9902151426165829+0.1388429528763919j)
5.62535253525353,(-0.9902146177581143+0.1388466617011143j)
5.62550255025503,(-0.9902140928834368+0.1388503705413376j)
5.62565256525653,(-0.9902135679925492+0.1388540793970756j)
5.62580258025803,(-0.9902130430854491+0.1388577882683417j)
5.62595259525953,(-0.9902125181621347+0.1388614971551497j)
5.62610261026103,(-0.9902119932226043+0.138865206057513j)
5.62625262526253,(-0.9902114682668557+0.1388689149754455j)
5.626402640264031,(-0.9902109432948876+0.1388726239089607j)
5.62655265526553,(-0.9902104183066974+0.1388763328580722j)
5.62670267026703,(-0.9902098933022834+0.1388800418227938j)
5.62685268526853,(-0.9902093682816439+0.1388837508031392j)
5.62700270027003,(-0.9902088432447768+0.1388874597991221j)
5.62715271527153,(-0.9902083181916802+0.1388911688107562j)
5.62730273027303,(-0.9902077931223525+0.1388948778380553j)
5.62745274527453,(-0.9902072680367913+0.138898586881033j)
5.62760276027603,(-0.9902067429349948+0.1389022959397032j)
5.62775277527753,(-0.9902062178169612+0.1389060050140797j)
5.62790279027903,(-0.9902056926826887+0.1389097141041763j)
5.62805280528053,(-0.9902051675321751+0.1389134232100067j)
5.62820282028203,(-0.9902046423654185+0.1389171323315848j)
5.62835283528353,(-0.9902041171824173+0.1389208414689245j)
5.62850285028503,(-0.9902035919831692+0.1389245506220396j)
5.628652865286529,(-0.9902030667676726+0.138928259790944j)
5.62880288028803,(-0.990202541535925+0.1389319689756515j)
5.62895289528953,(-0.9902020162879254+0.1389356781761761j)
5.62910291029103,(-0.9902014910236708+0.1389393873925316j)
5.62925292529253,(-0.9902009657431601+0.1389430966247321j)
5.62940294029403,(-0.9902004404463906+0.1389468058727914j)
5.62955295529553,(-0.990199915133361+0.1389505151367235j)
5.62970297029703,(-0.9901993898040693+0.1389542244165425j)
5.62985298529853,(-0.990198864458513+0.1389579337122621j)
5.63000300030003,(-0.9901983390966907+0.1389616430238965j)
5.63015301530153,(-0.9901978137186002+0.1389653523514598j)
5.63030303030303,(-0.9901972883242398+0.138969061694966j)
5.63045304530453,(-0.9901967629136073+0.1389727710544289j)
5.63060306030603,(-0.9901962374867006+0.1389764804298628j)
5.63075307530753,(-0.9901957120435181+0.1389801898212817j)
5.63090309030903,(-0.9901951865840578+0.1389838992286998j)
5.63105310531053,(-0.9901946611083173+0.1389876086521311j)
5.63120312031203,(-0.9901941356162951+0.1389913180915897j)
5.63135313531353,(-0.990193610107989+0.1389950275470897j)
5.63150315031503,(-0.9901930845833972+0.1389987370186455j)
5.63165316531653,(-0.9901925590425176+0.139002446506271j)
5.63180318031803,(-0.9901920334853482+0.1390061560099805j)
5.63195319531953,(-0.990191507911887+0.1390098655297882j)
5.63210321032103,(-0.9901909823221324+0.1390135750657083j)
5.63225322532253,(-0.9901904567160817+0.1390172846177549j)
5.63240324032403,(-0.9901899310937335+0.1390209941859425j)
5.63255325532553,(-0.9901894054550858+0.1390247037702852j)
5.63270327032703,(-0.9901888798001361+0.1390284133707973j)
5.63285328532853,(-0.9901883541288833+0.139032122987493j)
5.633003300330029,(-0.9901878284413242+0.1390358326203868j)
5.63315331533153,(-0.9901873027374579+0.1390395422694928j)
5.63330333033303,(-0.9901867770172817+0.1390432519348255j)
5.63345334533453,(-0.9901862512807942+0.1390469616163992j)
5.63360336033603,(-0.9901857255279929+0.1390506713142282j)
5.63375337533753,(-0.990185199758876+0.139054381028327j)
5.63390339033903,(-0.9901846739734413+0.1390580907587098j)
5.63405340534053,(-0.9901841481716872+0.1390618005053912j)
5.63420342034203,(-0.9901836223536115+0.1390655102683856j)
5.63435343534353,(-0.9901830965192117+0.1390692200477073j)
5.63450345034503,(-0.9901825706684865+0.1390729298433709j)
5.63465346534653,(-0.9901820448014335+0.1390766396553908j)
5.63480348034803,(-0.9901815189180511+0.1390803494837816j)
5.63495349534954,(-0.9901809930183365+0.1390840593285579j)
5.63510351035104,(-0.9901804671022882+0.1390877691897338j)
5.63525352535254,(-0.9901799411699045+0.1390914790673241j)
5.63540354035404,(-0.9901794152211827+0.1390951889613432j)
5.63555355535554,(-0.9901788892561211+0.1390988988718058j)
5.63570357035704,(-0.9901783632747175+0.1391026087987265j)
5.63585358535854,(-0.9901778372769703+0.1391063187421199j)
5.63600360036004,(-0.990177311262877+0.1391100287020004j)
5.63615361536154,(-0.9901767852324357+0.1391137386783829j)
5.63630363036304,(-0.9901762591856446+0.139117448671282j)
5.63645364536454,(-0.9901757331225012+0.1391211586807122j)
5.63660366036604,(-0.9901752070430038+0.1391248687066882j)
5.63675367536754,(-0.99017468094715+0.1391285787492248j)
5.6369036903690395,(-0.9901741548349383+0.1391322888083367j)
5.63705370537054,(-0.9901736287063663+0.1391359988840385j)
5.63720372037204,(-0.9901731025614319+0.1391397089763451j)
5.63735373537354,(-0.9901725764001333+0.1391434190852711j)
5.63750375037504,(-0.990172050222468+0.1391471292108313j)
5.63765376537654,(-0.9901715240284346+0.1391508393530405j)
5.63780378037804,(-0.9901709978180304+0.1391545495119135j)
5.637953795379539,(-0.9901704715912535+0.1391582596874651j)
5.63810381038104,(-0.9901699453481021+0.1391619698797102j)
5.63825382538254,(-0.9901694190885741+0.1391656800886636j)
5.63840384038404,(-0.9901688928126671+0.1391693903143402j)
5.63855385538554,(-0.9901683665203791+0.1391731005567548j)
5.63870387038704,(-0.9901678402117086+0.1391768108159224j)
5.63885388538854,(-0.9901673138866527+0.1391805210918577j)
5.63900390039004,(-0.9901667875452096+0.1391842313845759j)
5.63915391539154,(-0.9901662611873775+0.1391879416940917j)
5.63930393039304,(-0.9901657348131541+0.1391916520204202j)
5.63945394539454,(-0.9901652084225372+0.1391953623635764j)
5.63960396039604,(-0.9901646820155251+0.1391990727235752j)
5.63975397539754,(-0.9901641555921153+0.1392027831004317j)
5.63990399039904,(-0.9901636291523058+0.1392064934941607j)
5.64005400540054,(-0.990163102696095+0.1392102039047776j)
5.64020402040204,(-0.9901625762234797+0.1392139143322971j)
5.64035403540354,(-0.990162049734459+0.1392176247767345j)
5.64050405040504,(-0.99016152322903+0.1392213352381048j)
5.64065406540654,(-0.9901609967071908+0.1392250457164231j)
5.64080408040804,(-0.9901604701689395+0.1392287562117045j)
5.64095409540954,(-0.9901599436142738+0.1392324667239642j)
5.64110411041104,(-0.9901594170431915+0.1392361772532173j)
5.641254125412538,(-0.9901588904556907+0.139239887799479j)
5.64140414041404,(-0.9901583638517694+0.1392435983627645j)
5.64155415541554,(-0.9901578372314251+0.139247308943089j)
5.64170417041704,(-0.9901573105946562+0.1392510195404677j)
5.64185418541854,(-0.9901567839414598+0.1392547301549157j)
5.64200420042004,(-0.9901562572718345+0.1392584407864486j)
5.64215421542154,(-0.9901557305857778+0.1392621514350812j)
5.64230423042304,(-0.9901552038832876+0.1392658621008292j)
5.642454245424542,(-0.9901546771643619+0.1392695727837076j)
5.64260426042604,(-0.9901541504289985+0.139273283483732j)
5.64275427542754,(-0.9901536236771952+0.1392769942009174j)
5.64290429042904,(-0.9901530969089499+0.1392807049352794j)
5.64305430543054,(-0.9901525701242607+0.1392844156868334j)
5.64320432043204,(-0.990152043323125+0.1392881264555945j)
5.64335433543354,(-0.9901515165055411+0.1392918372415784j)
5.64350435043504,(-0.9901509896715064+0.1392955480448003j)
5.64365436543654,(-0.9901504628210193+0.1392992588652757j)
5.64380438043804,(-0.9901499359540771+0.1393029697030201j)
5.64395439543954,(-0.9901494090706779+0.1393066805580489j)
5.64410441044104,(-0.9901488821708195+0.1393103914303777j)
5.64425442544254,(-0.9901483552545+0.1393141023200219j)
5.64440444044404,(-0.9901478283217168+0.139317813226997j)
5.64455445544554,(-0.9901473013724681+0.1393215241513185j)
5.64470447044704,(-0.9901467744067515+0.1393252350930021j)
5.64485448544854,(-0.9901462474245649+0.1393289460520632j)
5.64500450045004,(-0.9901457204259062+0.1393326570285175j)
5.64515451545154,(-0.9901451934107729+0.1393363680223806j)
5.64530453045304,(-0.9901446663791634+0.139340079033668j)
5.64545454545454,(-0.9901441393310751+0.1393437900623955j)
5.64560456045604,(-0.9901436122665059+0.1393475011085786j)
5.64575457545755,(-0.9901430851854538+0.1393512121722333j)
5.64590459045905,(-0.9901425580879164+0.1393549232533748j)
5.64605460546055,(-0.9901420309738914+0.139358634352019j)
5.646204620462049,(-0.990141503843377+0.1393623454681815j)
5.64635463546355,(-0.9901409766963707+0.1393660566018783j)
5.64650465046505,(-0.9901404495328703+0.139369767753125j)
5.64665466546655,(-0.9901399223528738+0.1393734789219374j)
5.64680468046805,(-0.9901393951563788+0.1393771901083313j)
5.64695469546955,(-0.9901388679433833+0.1393809013123225j)
5.64710471047105,(-0.9901383407138852+0.1393846125339267j)
5.64725472547255,(-0.9901378134678815+0.1393883237731599j)
5.64740474047405,(-0.9901372862053711+0.1393920350300379j)
5.64755475547555,(-0.9901367589263509+0.1393957463045766j)
5.64770477047705,(-0.9901362316308195+0.1393994575967919j)
5.64785478547855,(-0.9901357043187738+0.1394031689066996j)
5.648004800480049,(-0.9901351769902123+0.1394068802343157j)
5.648154815481549,(-0.9901346496451323+0.1394105915796562j)
5.648304830483051,(-0.9901341222835319+0.1394143029427369j)
5.648454845484551,(-0.9901335949054089+0.139418014323574j)
5.648604860486051,(-0.9901330675107607+0.1394217257221833j)
5.648754875487551,(-0.9901325400995851+0.1394254371385809j)
5.64890489048905,(-0.9901320126718802+0.1394291485727828j)
5.64905490549055,(-0.9901314852276437+0.1394328600248051j)
5.64920492049205,(-0.9901309577668731+0.1394365714946637j)
5.64935493549355,(-0.9901304302895666+0.1394402829823749j)
5.64950495049505,(-0.9901299027957216+0.1394439944879547j)
5.64965496549655,(-0.9901293752853358+0.1394477060114193j)
5.64980498049805,(-0.9901288477584071+0.1394514175527846j)
5.64995499549955,(-0.9901283202149332+0.139455129112067j)
5.65010501050105,(-0.9901277926549122+0.1394588406892826j)
5.65025502550255,(-0.9901272650783413+0.1394625522844475j)
5.65040504050405,(-0.9901267374852186+0.139466263897578j)
5.65055505550555,(-0.9901262098755417+0.1394699755286904j)
5.650705070507051,(-0.9901256822493082+0.1394736871778007j)
5.65085508550855,(-0.9901251546065163+0.1394773988449254j)
5.65100510051005,(-0.9901246269471631+0.1394811105300805j)
5.65115511551155,(-0.9901240992712469+0.1394848222332827j)
5.65130513051305,(-0.990123571578765+0.1394885339545479j)
5.65145514551455,(-0.9901230438697153+0.1394922456938927j)
5.65160516051605,(-0.9901225161440955+0.1394959574513333j)
5.65175517551755,(-0.9901219884019036+0.1394996692268862j)
5.65190519051905,(-0.9901214606431368+0.1395033810205677j)
5.65205520552055,(-0.9901209328677931+0.1395070928323941j)
5.65220522052205,(-0.9901204050758704+0.139510804662382j)
5.65235523552355,(-0.990119877267366+0.1395145165105478j)
5.65250525052505,(-0.9901193494422776+0.1395182283769079j)
5.65265526552655,(-0.9901188216006036+0.1395219402614788j)
5.65280528052805,(-0.990118293742341+0.139525652164277j)
5.65295529552955,(-0.9901177658674875+0.1395293640853189j)
5.65310531053105,(-0.9901172379760412+0.1395330760246212j)
5.65325532553255,(-0.9901167100679996+0.1395367879822004j)
5.65340534053405,(-0.9901161821433604+0.139540499958073j)
5.65355535553555,(-0.9901156542021212+0.1395442119522556j)
5.65370537053705,(-0.9901151262442799+0.1395479239647649j)
5.65385538553855,(-0.9901145982698341+0.1395516359956174j)
5.65400540054005,(-0.9901140702787811+0.1395553480448297j)
5.65415541554155,(-0.9901135422711193+0.1395590601124187j)
5.65430543054305,(-0.9901130142468457+0.1395627721984008j)
5.65445544554455,(-0.9901124862059585+0.1395664843027928j)
5.65460546054605,(-0.990111958148455+0.1395701964256115j)
5.65475547554755,(-0.9901114300743329+0.1395739085668735j)
5.654905490549059,(-0.9901109019835901+0.1395776207265958j)
5.65505550555056,(-0.990110373876224+0.1395813329047947j)
5.65520552055206,(-0.9901098457522326+0.1395850451014873j)
5.65535553555356,(-0.9901093176116132+0.1395887573166903j)
5.65550555055506,(-0.9901087894543638+0.1395924695504206j)
5.655655565556562,(-0.9901082612804816+0.139596181802695j)
5.65580558055806,(-0.9901077330899647+0.1395998940735304j)
5.65595559555956,(-0.9901072048828105+0.1396036063629436j)
5.65610561056106,(-0.9901066766590167+0.1396073186709515j)
5.65625562556256,(-0.990106148418581+0.1396110309975711j)
5.65640564056406,(-0.990105620161501+0.1396147433428193j)
5.65655565556556,(-0.9901050918877742+0.1396184557067131j)
5.65670567056706,(-0.9901045635973983+0.1396221680892693j)
5.65685568556856,(-0.9901040352903713+0.1396258804905051j)
5.65700570057006,(-0.9901035069666905+0.1396295929104373j)
5.65715571557156,(-0.9901029786263533+0.1396333053490831j)
5.65730573057306,(-0.9901024502693576+0.1396370178064596j)
5.65745574557456,(-0.9901019218957012+0.1396407302825836j)
5.65760576057606,(-0.9901013935053814+0.1396444427774724j)
5.65775577557756,(-0.9901008650983961+0.1396481552911431j)
5.65790579057906,(-0.9901003366747425+0.1396518678236127j)
5.65805580558056,(-0.9900998082344186+0.1396555803748983j)
5.65820582058206,(-0.9900992797774217+0.1396592929450173j)
5.65835583558356,(-0.9900987513037498+0.1396630055339867j)
5.65850585058506,(-0.9900982228134+0.1396667181418237j)
5.65865586558656,(-0.9900976943063706+0.1396704307685457j)
5.65880588058806,(-0.9900971657826584+0.1396741434141697j)
5.65895589558956,(-0.9900966372422616+0.139677856078713j)
5.65910591059106,(-0.9900961086851775+0.139681568762193j)
5.65925592559256,(-0.9900955801114038+0.1396852814646269j)
5.65940594059406,(-0.9900950515209379+0.1396889941860321j)
5.65955595559556,(-0.9900945229137775+0.1396927069264258j)
5.65970597059706,(-0.9900939942899204+0.1396964196858254j)
5.65985598559856,(-0.9900934656493637+0.1397001324642483j)
5.6600060006000605,(-0.9900929369921055+0.1397038452617119j)
5.66015601560156,(-0.9900924083181434+0.1397075580782336j)
5.66030603060306,(-0.9900918796274741+0.1397112709138308j)
5.66045604560456,(-0.9900913509200963+0.139714983768521j)
5.66060606060606,(-0.9900908221960067+0.1397186966423216j)
5.66075607560756,(-0.9900902934552034+0.1397224095352501j)
5.66090609060906,(-0.9900897646976838+0.1397261224473241j)
5.66105610561056,(-0.9900892359234451+0.139729835378561j)
5.66120612061206,(-0.9900887071324856+0.1397335483289784j)
5.66135613561356,(-0.9900881783248022+0.1397372612985939j)
5.66150615061506,(-0.9900876495003926+0.1397409742874251j)
5.66165616561656,(-0.9900871206592547+0.1397446872954895j)
5.66180618061806,(-0.9900865918013857+0.1397484003228048j)
5.66195619561956,(-0.990086062926783+0.1397521133693886j)
5.66210621062106,(-0.9900855340354446+0.1397558264352586j)
5.66225622562256,(-0.9900850051273677+0.1397595395204325j)
5.66240624062406,(-0.9900844762025501+0.1397632526249279j)
5.66255625562556,(-0.9900839472609889+0.1397669657487627j)
5.66270627062706,(-0.9900834183026819+0.1397706788919545j)
5.662856285628559,(-0.9900828893276267+0.1397743920545211j)
5.663006300630061,(-0.9900823603358205+0.1397781052364803j)
5.663156315631561,(-0.9900818313272614+0.13978181843785j)
5.663306330633061,(-0.9900813023019464+0.1397855316586478j)
5.663456345634561,(-0.990080773259873+0.1397892448988916j)
5.663606360636061,(-0.9900802442010392+0.1397929581585995j)
5.66375637563756,(-0.9900797151254421+0.1397966714377891j)
5.66390639063906,(-0.9900791860330791+0.1398003847364784j)
5.66405640564056,(-0.9900786569239481+0.1398040980546853j)
5.66420642064206,(-0.9900781277980462+0.1398078113924278j)
5.66435643564356,(-0.9900775986553714+0.1398115247497238j)
5.66450645064506,(-0.9900770694959204+0.1398152381265914j)
5.66465646564656,(-0.9900765403196916+0.1398189515230485j)
5.66480648064806,(-0.990076011126682+0.1398226649391131j)
5.66495649564957,(-0.9900754819168891+0.1398263783748035j)
5.66510651065107,(-0.9900749526903104+0.1398300918301374j)
5.66525652565257,(-0.9900744234469436+0.139833805305133j)
5.66540654065407,(-0.9900738941867859+0.1398375187998085j)
5.66555655565557,(-0.9900733649098349+0.1398412323141819j)
5.66570657065707,(-0.9900728356160879+0.1398449458482714j)
5.66585658565857,(-0.9900723063055425+0.1398486594020952j)
5.66600660066007,(-0.9900717769781964+0.1398523729756714j)
5.66615661566157,(-0.9900712476340469+0.1398560865690184j)
5.66630663066307,(-0.9900707182730909+0.1398598001821542j)
5.66645664566457,(-0.9900701888953268+0.1398635138150972j)
5.66660666066607,(-0.9900696595007515+0.1398672274678655j)
5.66675667566757,(-0.9900691300893624+0.1398709411404776j)
5.66690669066907,(-0.9900686006611573+0.1398746548329517j)
5.66705670567057,(-0.9900680712161334+0.1398783685453061j)
5.66720672067207,(-0.9900675417542879+0.1398820822775592j)
5.66735673567357,(-0.9900670122756191+0.1398857960297294j)
5.66750675067507,(-0.9900664827801233+0.1398895098018351j)
5.66765676567657,(-0.9900659532677991+0.1398932235938946j)
5.66780678067807,(-0.9900654237386429+0.1398969374059264j)
5.66795679567957,(-0.9900648941926528+0.139900651237949j)
5.66810681068107,(-0.9900643646298258+0.1399043650899808j)
5.668256825682571,(-0.9900638350501596+0.1399080789620403j)
5.66840684068407,(-0.9900633054536518+0.1399117928541461j)
5.66855685568557,(-0.9900627758402992+0.1399155067663167j)
5.66870687068707,(-0.9900622462100996+0.1399192206985705j)
5.66885688568857,(-0.9900617165630504+0.1399229346509264j)
5.66900690069007,(-0.990061186899149+0.1399266486234027j)
5.66915691569157,(-0.9900606572183929+0.1399303626160182j)
5.66930693069307,(-0.9900601275207792+0.1399340766287915j)
5.669456945694569,(-0.9900595978063057+0.1399377906617412j)
5.669606960696069,(-0.9900590680749692+0.139941504714886j)
5.669756975697569,(-0.9900585383267679+0.1399452187882448j)
5.66990699069907,(-0.9900580085616986+0.1399489328818361j)
5.67005700570057,(-0.9900574787797589+0.1399526469956787j)
5.67020702070207,(-0.990056948980946+0.1399563611297914j)
5.67035703570357,(-0.9900564191652577+0.139960075284193j)
