,S21
6.69677637763777,(-0.6579606057380536+0.5134553734977956j)
6.69677837783779,(-0.6578453845662408+0.5134941594934018j)
6.69678037803781,(-0.6577301009273866+0.5135329353018848j)
6.69678237823782,(-0.6576147547827037+0.5135717008931903j)
6.69678437843784,(-0.6574993460916647+0.5136104562377952j)
6.69678637863786,(-0.6573838748152675+0.5136492013056095j)
6.69678837883789,(-0.6572683409134337+0.5136879360668501j)
6.69679037903791,(-0.6571527443478281+0.5137266604910957j)
6.69679237923792,(-0.6570370850789107+0.5137653745482744j)
6.69679437943794,(-0.6569213630659353+0.5138040782086644j)
6.69679637963796,(-0.6568055782698987+0.513842771441905j)
6.69679837983799,(-0.656689730650721+0.5138814542179417j)
6.69680038003801,(-0.6565738201697882+0.5139201265061761j)
6.69680238023802,(-0.6564578467875383+0.5139587882762716j)
6.69680438043804,(-0.6563418104630258+0.5139974394982986j)
6.69680638063806,(-0.6562257111573357+0.514036080141595j)
6.69680838083808,(-0.6561095488305803+0.5140747101757692j)
6.69681038103811,(-0.6559933234425686+0.514113329570475j)
6.69681238123813,(-0.6558770349545381+0.5141519382948363j)
6.69681438143814,(-0.6557606833269264+0.5141905363181887j)
6.69681638163816,(-0.6556442685185454+0.514229123610352j)
6.69681838183818,(-0.6555277904903519+0.514267700140379j)
6.6968203820382,(-0.6554112492023704+0.514306265877577j)
6.69682238223823,(-0.6552946446142568+0.5143448207913194j)
6.69682438243824,(-0.6551779766877727+0.5143833648502287j)
6.6968263826382595,(-0.6550612453812493+0.5144218980240063j)
6.696828382838279,(-0.6549444506554496+0.5144604202814935j)
6.696830383038299,(-0.6548275924702895+0.514498931591757j)
6.696832383238319,(-0.6547106707859026+0.5145374319237357j)
6.69683438343835,(-0.6545936855615733+0.5145759212465929j)
6.69683638363836,(-0.6544766367592428+0.5146143995285619j)
6.69683838383838,(-0.6543595243369327+0.5146528667391097j)
6.6968403840384,(-0.6542423482552777+0.5146913228467884j)
6.69684238423842,(-0.6541251084740853+0.5147297678203658j)
6.69684438443845,(-0.6540078049527256+0.5147682016286975j)
6.69684638463846,(-0.6538904376529725+0.5148066242397957j)
6.69684838483848,(-0.6537730065326013+0.5148450356229258j)
6.6968503850385,(-0.6536555115522722+0.5148834357463534j)
6.69685238523852,(-0.6535379526717496+0.5149218245785806j)
6.696854385438541,(-0.6534203298508198+0.5149602020880462j)
6.696856385638571,(-0.653302643048502+0.5149985682433827j)
6.69685838583858,(-0.6531848922265345+0.5150369230122808j)
6.6968603860386,(-0.6530670773427968+0.5150752663636317j)
6.69686238623862,(-0.6529491983575595+0.5151135982654913j)
6.69686438643864,(-0.6528312552304563+0.5151519186860667j)
6.696866386638659,(-0.6527132479212316+0.5151902275934718j)
6.69686838683868,(-0.6525951763894325+0.5152285249558287j)
6.6968703870387,(-0.6524770405946945+0.515266810741174j)
6.69687238723872,(-0.6523588404966537+0.515305084917487j)
6.69687438743874,(-0.6522405760548796+0.5153433474527124j)
6.69687638763876,(-0.6521222472288771+0.5153815983147583j)
6.69687838783878,(-0.6520038539782177+0.5154198374714551j)
6.6968803880388,(-0.6518853962622961+0.5154580648906326j)
6.69688238823882,(-0.6517668740407724+0.5154962805399782j)
6.69688438843884,(-0.6516482872729773+0.5155344843872287j)
6.69688638863886,(-0.6515296359184392+0.5155726763999997j)
6.69688838883888,(-0.6514109199364896+0.5156108565459129j)
6.6968903890389,(-0.6512921392865699+0.5156490247924975j)
6.69689238923892,(-0.6511732939280342+0.5156871811072536j)
6.69689438943894,(-0.651054383820326+0.5157253254575949j)
6.69689638963896,(-0.6509354089226448+0.5157634578109558j)
6.69689838983898,(-0.6508163691944362+0.5158015781346348j)
6.696900390039,(-0.650697264594901+0.5158396863959506j)
6.69690239023902,(-0.6505780950832407+0.515877782562164j)
6.69690439043904,(-0.6504588606188364+0.5159158666004212j)
6.69690639063906,(-0.6503395611609132+0.5159539384778599j)
6.69690839083908,(-0.6502201966686312+0.5159919981615809j)
6.6969103910391,(-0.6501007671011286+0.5160300456186342j)
6.6969123912391195,(-0.6499812724175659+0.5160680808160043j)
6.69691439143914,(-0.6498617125772169+0.5161061037205816j)
6.69691639163916,(-0.6497420875390882+0.5161441142992838j)
6.69691839183918,(-0.6496223972622771+0.5161821125189413j)
6.6969203920392,(-0.649502641705903+0.5162200983463191j)
6.69692239223922,(-0.6493828208289754+0.5162580717481589j)
6.69692439243924,(-0.6492629345905271+0.5162960326911367j)
6.69692639263927,(-0.6491429829490103+0.5163339811420531j)
6.69692839283929,(-0.6490229658646212+0.5163719170670995j)
6.6969303930393105,(-0.6489028832956575+0.5164098404330086j)
6.69693239323932,(-0.6487827352017381+0.5164477512060375j)
6.69693439343934,(-0.6486625215404904+0.516485649353012j)
6.69693639363936,(-0.6485422422715796+0.5165235348400575j)
6.69693839383939,(-0.6484218973531484+0.5165614076337194j)
6.69694039403941,(-0.648301486745358+0.5165992676998488j)
6.69694239423943,(-0.648181010406287+0.5166371150048936j)
6.69694439443944,(-0.6480604682956068+0.5166749495147427j)
6.69694639463946,(-0.647939860370633+0.516712771195964j)
6.69694839483949,(-0.6478191865903884+0.516750580014531j)
6.69695039503951,(-0.6476984469147057+0.5167883759361043j)
6.69695239523953,(-0.6475776413016898+0.5168261589268267j)
6.69695439543954,(-0.6474567697107276+0.5168639289523804j)
6.69695639563956,(-0.6473358320992051+0.5169016859790134j)
6.69695839583958,(-0.6472148284265113+0.5169394299722884j)
6.69696039603961,(-0.6470937586506857+0.5169771608981295j)
6.69696239623963,(-0.6469726227315283+0.5170148787218525j)
6.69696439643965,(-0.6468514206269225+0.517052583409311j)
6.69696639663966,(-0.6467301522962211+0.5170902749258414j)
6.69696839683968,(-0.6466088176967678+0.5171279532373446j)
6.696970397039702,(-0.646487416787669+0.517165618309114j)
6.69697239723973,(-0.6463659495268347+0.517203270106754j)
6.69697439743975,(-0.6462444158739407+0.5172409085952616j)
6.69697639763976,(-0.6461228157875336+0.5172785337399246j)
6.696978397839779,(-0.6460011492248254+0.5173161455063829j)
6.696980398039799,(-0.6458794161448411+0.5173537438596548j)
6.696982398239819,(-0.645757616506063+0.5173913287648672j)
6.69698439843985,(-0.6456357502661585+0.5174289001873363j)
6.69698639863987,(-0.6455138173847934+0.5174664580917037j)
6.69698839883988,(-0.6453918178203426+0.5175040024429473j)
6.6969903990399,(-0.645269751529933+0.5175415332063689j)
6.69699239923992,(-0.6451476184724176+0.5175790503466784j)
6.69699439943995,(-0.645025418605425+0.5176165538289006j)
6.69699639963997,(-0.6449031518884962+0.5176540436174132j)
6.69699839983998,(-0.6447808182800593+0.5176915196768747j)
6.69700040004,(-0.6446584177368359+0.5177289819724056j)
6.69700240024002,(-0.6445359502177588+0.5177664304683876j)
6.69700440044004,(-0.6444134156810555+0.5178038651293572j)
6.69700640064007,(-0.6442908140841339+0.5178412859200404j)
6.69700840084008,(-0.6441681453871897+0.5178786928042513j)
6.6970104010401,(-0.6440454095462412+0.5179160857470168j)
6.69701240124012,(-0.6439226065202546+0.5179534647124038j)
6.69701440144014,(-0.6437997362671242+0.5179908296647441j)
6.69701640164016,(-0.6436767987450205+0.518028180568224j)
6.69701840184019,(-0.6435537939112459+0.5180655173872322j)
6.6970204020402,(-0.6434307217257847+0.5181028400852818j)
6.69702240224022,(-0.6433075821447058+0.518140148627012j)
6.69702440244024,(-0.6431843751266693+0.5181774429762142j)
6.69702640264026,(-0.6430611006295339+0.5182147230968612j)
6.69702840284028,(-0.6429377586113227+0.5182519889528139j)
6.6970304030403,(-0.6428143490298759+0.5182892405079264j)
6.69703240324032,(-0.6426908718430359+0.5183264777259906j)
6.69703440344034,(-0.6425673270087625+0.5183637005707006j)
6.69703640364036,(-0.6424437144849487+0.5184009090057083j)
6.69703840384038,(-0.6423200342293283+0.5184381029946518j)
6.69704040404041,(-0.6421962861990373+0.5184752825012856j)
6.69704240424042,(-0.6420724703537968+0.5185124474885263j)
6.69704440444044,(-0.6419485866495718+0.5185495979203554j)
6.69704640464046,(-0.6418246350446574+0.5185867337599925j)
6.69704840484048,(-0.6417006154967303+0.5186238549707803j)
6.6970504050405,(-0.6415765279635595+0.5186609615159707j)
6.69705240524052,(-0.6414523724027793+0.5186980533587938j)
6.69705440544054,(-0.6413281487720488+0.5187351304624092j)
6.69705640564056,(-0.6412038570290527+0.5187721927899058j)
6.69705840584058,(-0.6410794971314085+0.51880924030433j)
6.6970604060406,(-0.6409550690366672+0.5188462729686845j)
6.69706240624062,(-0.6408305727024513+0.5188832907458883j)
6.69706440644064,(-0.6407060080861997+0.5189202935988512j)
6.69706640664066,(-0.6405813751456335+0.5189572814903365j)
6.69706840684068,(-0.6404566738381269+0.5189942543831463j)
6.6970704070407,(-0.6403319041212665+0.5190312122399575j)
6.69707240724072,(-0.6402070659524086+0.5190681550234507j)
6.69707440744074,(-0.6400821592891447+0.5191050826961744j)
6.69707640764077,(-0.6399571840881382+0.5191419952208867j)
6.69707840784079,(-0.6398321403081726+0.5191788925596564j)
6.69708040804081,(-0.6397070279059635+0.5192157746750995j)
6.69708240824083,(-0.6395818468388569+0.5192526415295817j)
6.69708440844084,(-0.639456597064855+0.5192894930852119j)
6.69708640864086,(-0.6393312785399565+0.5193263293046243j)
6.69708840884089,(-0.6392058912216549+0.519363150149949j)
6.69709040904091,(-0.6390804350683118+0.5193999555829979j)
6.69709240924093,(-0.6389549100366795+0.5194367455659908j)
6.69709440944095,(-0.6388293160838643+0.5194735200609795j)
6.69709640964096,(-0.6387036531678173+0.5195102790297044j)
6.69709840984099,(-0.6385779212439646+0.5195470224345797j)
6.69710041004101,(-0.6384521202712227+0.5195837502369348j)
6.69710241024103,(-0.6383262502061474+0.5196204623987245j)
6.69710441044105,(-0.6382003110058821+0.5196571588816676j)
6.69710641064106,(-0.6380743026282311+0.5196938396472255j)
6.69710841084108,(-0.6379482250290058+0.5197305046573749j)
6.69711041104111,(-0.6378220781652882+0.5197671538736579j)
6.69711241124113,(-0.6376958619954318+0.5198037872571823j)
6.69711441144115,(-0.6375695764757735+0.5198404047695769j)
6.697116411641171,(-0.6374432215633583+0.5198770063721996j)
6.69711841184118,(-0.6373167972158461+0.5199135920261658j)
6.6971204120412,(-0.6371903033890174+0.5199501616930695j)
6.69712241224123,(-0.6370637400397127+0.5199867153341317j)
6.69712441244125,(-0.6369371071262392+0.5200232529100848j)
6.69712641264127,(-0.6368104046047148+0.5200597743822288j)
6.69712841284128,(-0.6366836324329126+0.5200962797113207j)
6.697130413041301,(-0.6365567905662242+0.5201327688587373j)
6.697132413241321,(-0.6364298789623111+0.5201692417851367j)
6.69713441344135,(-0.6363028975773257+0.5202056984515449j)
6.69713641364137,(-0.6361758463692685+0.5202421388183912j)
6.6971384138413805,(-0.6360487252950096+0.5202785628463651j)
6.6971404140414,(-0.6359215343100486+0.5203149704964816j)
6.69714241424142,(-0.63579427337183+0.5203513617291328j)
6.69714441444145,(-0.6356669424363083+0.5203877365050705j)
6.69714641464147,(-0.6355395414616709+0.5204240947843433j)
6.69714841484149,(-0.6354120704037618+0.5204604365276023j)
6.6971504150415,(-0.6352845292201602+0.5204967616949376j)
6.69715241524152,(-0.6351569178660039+0.5205330702470685j)
6.69715441544154,(-0.635029236298713+0.5205693621439975j)
6.69715641564157,(-0.6349014844741433+0.5206056373461057j)
6.69715841584159,(-0.6347736623502713+0.520641895813105j)
6.6971604160416,(-0.6346457698837699+0.5206781375050122j)
6.69716241624162,(-0.6345178070296248+0.5207143623822539j)
6.69716441644164,(-0.6343897737452058+0.5207505704045154j)
6.69716641664166,(-0.6342616699870778+0.5207867615316424j)
6.69716841684169,(-0.6341334957109255+0.520822935723662j)
6.6971704170417095,(-0.634005250874706+0.5208590929398934j)
6.69717241724172,(-0.6338769354346865+0.5208952331400665j)
6.69717441744174,(-0.6337485493461811+0.5209313562841108j)
6.69717641764176,(-0.6336200925662042+0.5209674623314101j)
6.69717841784178,(-0.6334915650510571+0.5210035512414819j)
6.69718041804181,(-0.6333629667565668+0.5210396229739087j)
6.69718241824182,(-0.6332342976410066+0.5210756774875203j)
6.69718441844184,(-0.6331055576587268+0.5211117147421781j)
6.69718641864186,(-0.632976746766764+0.5211477346969231j)
6.69718841884188,(-0.6328478649214409+0.5211837373109289j)
6.69719041904191,(-0.6327189120782902+0.5212197225435211j)
6.6971924192419205,(-0.6325898881955894+0.5212556903531925j)
6.69719441944194,(-0.6324607932275111+0.5212916406995125j)
6.69719641964196,(-0.6323316271311157+0.5213275735411769j)
6.69719841984198,(-0.6322023898624827+0.5213634888370872j)
6.697200420042,(-0.6320730813778398+0.5213993865460352j)
6.69720242024203,(-0.6319437016326008+0.5214352666269705j)
6.697204420442039,(-0.6318142505850266+0.5214711290379848j)
6.69720642064206,(-0.6316847281890695+0.5215069737382956j)
6.69720842084208,(-0.6315551344016742+0.5215428006862226j)
6.6972104210421,(-0.6314254691788265+0.5215786098402831j)
6.69721242124212,(-0.6312957324766608+0.5216144011588838j)
6.69721442144214,(-0.6311659242511473+0.5216501746004085j)
6.69721642164216,(-0.6310360444582611+0.5216859301231708j)
6.69721842184218,(-0.6309060930541023+0.521721667685381j)
6.6972204220422,(-0.6307760699946796+0.5217573872452053j)
6.69722242224222,(-0.6306459752359093+0.5217930887607668j)
6.69722442244224,(-0.6305158087336883+0.5218287721901242j)
6.69722642264227,(-0.6303855704433603+0.5218644374914188j)
6.69722842284229,(-0.6302552603220922+0.5219000846222231j)
6.69723042304231,(-0.6301248783251903+0.5219357135405505j)
6.69723242324233,(-0.6299944244084247+0.5219713242042169j)
6.69723442344235,(-0.6298638985276677+0.5220069165709413j)
6.69723642364237,(-0.6297333006387977+0.5220424905983717j)
6.69723842384239,(-0.6296026306976239+0.5220780462441046j)
6.69724042404241,(-0.6294718886598886+0.5221135834656856j)
6.69724242424243,(-0.6293410744814115+0.5221491022205692j)
6.69724442444245,(-0.6292101881178713+0.5221846024661778j)
6.69724642464247,(-0.6290792295250499+0.5222200841598366j)
6.69724842484249,(-0.6289481986586606+0.522255547258819j)
6.69725042504251,(-0.6288170954744464+0.52229099172032j)
6.69725242524253,(-0.6286859199279853+0.5223264175015095j)
6.69725442544255,(-0.6285546719750307+0.5223618245594392j)
6.6972564256425695,(-0.6284233515710484+0.5223972128511684j)
6.69725842584258,(-0.6282919586725865+0.5224325823333943j)
6.69726042604261,(-0.6281604932329922+0.5224679329636049j)
6.69726242624263,(-0.6280289552100479+0.5225032646980245j)
6.69726442644265,(-0.6278973445585304+0.5225385774936152j)
6.69726642664267,(-0.6277656612339578+0.5225738713070687j)
6.69726842684268,(-0.6276339051925891+0.5226091460948076j)
6.6972704270427,(-0.6275020763885043+0.5226444018137671j)
6.69727242724273,(-0.627370174777384+0.5226796384203822j)
6.69727442744275,(-0.6272382003158236+0.5227148558707727j)
6.69727642764277,(-0.6271061529587305+0.522750054121439j)
6.69727842784279,(-0.6269740326613847+0.52278523312871j)
6.697280428042801,(-0.6268418393799591+0.5228203928486056j)
6.69728242824283,(-0.6267095730679729+0.52285553323778j)
6.69728442844285,(-0.6265772336826195+0.5228906542518394j)
6.69728642864287,(-0.626444821178587+0.522925755846984j)
6.69728842884289,(-0.626312335511284+0.5229608379791509j)
6.6972904290429005,(-0.6261797766366676+0.522995900604061j)
6.69729242924292,(-0.6260471445087255+0.5230309436778833j)
6.69729442944295,(-0.6259144390826369+0.5230659671563999j)
6.69729642964297,(-0.6257816603151432+0.5231009709949088j)
6.69729842984299,(-0.6256488081606691+0.5231359551492475j)
6.69730043004301,(-0.6255158825745368+0.5231709195749444j)
6.69730243024302,(-0.625382883512618+0.5232058642273117j)
6.69730443044304,(-0.6252498109287357+0.5232407890621271j)
6.69730643064307,(-0.6251166647780054+0.5232756940347559j)
6.69730843084309,(-0.624983445017013+0.5233105791001059j)
6.69731043104311,(-0.62485015160007+0.523345444213609j)
6.69731243124312,(-0.6247167844832552+0.5233802893301613j)
6.69731443144314,(-0.6245833436199728+0.5234151144052854j)
6.69731643164316,(-0.6244498289661163+0.5234499193937805j)
6.69731843184319,(-0.624316240476094+0.5234847042507605j)
6.69732043204321,(-0.6241825781062116+0.5235194689307722j)
6.69732243224322,(-0.6240488418116387+0.5235542133885857j)
6.69732443244324,(-0.6239150315458073+0.5235889375793491j)
6.69732643264326,(-0.6237811472645706+0.523623641457508j)
6.69732843284328,(-0.6236471889227929+0.5236583249776916j)
6.697330433043309,(-0.6235131564748213+0.5236929880945894j)
6.69733243324333,(-0.6233790498767805+0.5237276307623574j)
6.69733443344334,(-0.6232448690837812+0.523762252935342j)
6.69733643364336,(-0.6231106140491403+0.5237968545682768j)
6.69733843384338,(-0.6229762847286299+0.5238314356151894j)
6.69734043404341,(-0.6228418810763547+0.523865996030462j)
6.69734243424343,(-0.6227074030484022+0.5239005357678943j)
6.697344434443439,(-0.6225728505996926+0.5239350547815119j)
6.69734643464346,(-0.6224382236835475+0.5239695530256762j)
6.69734843484348,(-0.6223035222556027+0.5240040304540806j)
6.6973504350435,(-0.6221687462705718+0.5240384870205809j)
6.69735243524353,(-0.6220338956825491+0.524072922679117j)
6.69735443544355,(-0.6218989704474182+0.5241073373830969j)
6.69735643564356,(-0.6217639705200664+0.5241417310861096j)
6.69735843584358,(-0.6216288958539053+0.5241761037420448j)
6.6973604360436,(-0.6214937464041628+0.5242104553042548j)
6.69736243624362,(-0.6213585221254708+0.5242447857261691j)
6.69736443644365,(-0.6212232229718642+0.5242790949612933j)
6.69736643664366,(-0.6210878488999552+0.5243133829624055j)
6.69736843684368,(-0.6209523998623321+0.524347649683228j)
6.6973704370437,(-0.6208168758142615+0.52438189507673j)
6.69737243724372,(-0.6206812767103371+0.5244161190959753j)
6.69737443744374,(-0.6205456025050597+0.5244503216939761j)
6.69737643764377,(-0.6204098531523055+0.524484502823827j)
6.69737843784379,(-0.6202740286079287+0.5245186624380483j)
6.69738043804381,(-0.6201381288258475+0.5245528004895731j)
6.69738243824383,(-0.6200021537603901+0.5245869169311551j)
6.69738443844385,(-0.6198661033661466+0.5246210117154069j)
6.69738643864387,(-0.6197299775974097+0.5246550847949393j)
6.69738843884389,(-0.619593776408786+0.5246891361222091j)
6.69739043904391,(-0.6194574997545844+0.5247231656496716j)
6.69739243924393,(-0.6193211475892744+0.5247571733296661j)
6.69739443944395,(-0.6191847198671557+0.5247911591144977j)
6.69739643964397,(-0.6190482165425869+0.5248251229563807j)
6.69739843984399,(-0.6189116375698583+0.5248590648074707j)
6.69740044004401,(-0.6187749829034976+0.524892984619787j)
6.69740244024403,(-0.6186382524976591+0.5249268823453659j)
6.69740444044405,(-0.6185014463066063+0.5249607579361399j)
6.69740644064407,(-0.6183645642847138+0.5249946113439371j)
6.69740844084409,(-0.6182276063860839+0.5250284425205765j)
6.69741044104411,(-0.6180905725651585+0.5250622514177161j)
6.69741244124413,(-0.6179534627760056+0.5250960379870296j)
6.69741444144415,(-0.6178162769729056+0.5251298021800612j)
6.69741644164417,(-0.6176790151099943+0.5251635439483137j)
6.69741844184419,(-0.6175416771414673+0.5251972632431979j)
6.6974204420442,(-0.6174042630221678+0.525230960015889j)
6.69742244224423,(-0.6172667727041596+0.5252646342181653j)
6.69742444244425,(-0.6171292061436342+0.5252982858007171j)
6.69742644264427,(-0.616991563294028+0.5253319147148315j)
6.69742844284429,(-0.6168538441093502+0.5253655209115781j)
6.69743044304431,(-0.6167160485437199+0.5253991043419216j)
6.69743244324433,(-0.6165781765511891+0.5254326649567658j)
6.69743444344435,(-0.6164402280858439+0.5254662027069277j)
6.69743644364437,(-0.6163022031015739+0.5254997175431948j)
6.69743844384439,(-0.6161641015525349+0.5255332094162112j)
6.69744044404441,(-0.6160259233925063+0.5255666782766347j)
6.6974424442444205,(-0.6158876685764343+0.5256001240747625j)
6.69744444444445,(-0.6157493370559014+0.5256335467616264j)
6.69744644464447,(-0.6156109287871605+0.5256669462870511j)
6.69744844484449,(-0.6154724437233058+0.5257003226015465j)
6.69745044504451,(-0.615333881818214+0.5257336756553546j)
6.69745244524452,(-0.6151952430265962+0.5257670053984379j)
6.69745444544454,(-0.6150565273007212+0.5258003117812675j)
6.69745644564457,(-0.6149177345946475+0.5258335947538049j)
6.69745844584459,(-0.6147788648635035+0.5258668542656767j)
6.69746044604461,(-0.6146399180604628+0.5259000902668992j)
6.69746244624463,(-0.6145008941392266+0.5259333027072831j)
6.69746444644464,(-0.6143617930545138+0.525966491536317j)
6.69746644664466,(-0.6142226147583874+0.525999656704044j)
6.69746844684469,(-0.6140833592048075+0.5260327981599741j)
6.69747044704471,(-0.6139440263488362+0.5260659158532771j)
6.69747244724473,(-0.6138046161435733+0.5260990097335091j)
6.69747444744474,(-0.6136651285434022+0.5261320797498432j)
6.69747644764476,(-0.6135255635004544+0.5261651258519053j)
6.697478447844791,(-0.6133859209686632+0.5261981479888145j)
6.697480448044809,(-0.6132462009028833+0.5262311461093919j)
6.697482448244829,(-0.613106403256186+0.5262641201628016j)
6.69748444844485,(-0.6129665279820156+0.5262970700980382j)
6.69748644864486,(-0.6128265750348686+0.5263299958637687j)
6.69748844884488,(-0.612686544366933+0.5263628974091232j)
6.697490449044908,(-0.6125464359317881+0.5263957746828234j)
6.69749244924493,(-0.6124062496842478+0.526428627633221j)
6.69749444944495,(-0.6122659855772611+0.5264614562090253j)
6.69749644964496,(-0.6121256435650914+0.526494260358557j)
6.69749844984498,(-0.6119852235997921+0.5265270400305724j)
6.697500450045,(-0.6118447256355951+0.5265597951732377j)
6.69750245024503,(-0.6117041496253572+0.5265925257349592j)
6.69750445044505,(-0.6115634955238044+0.526625231663627j)
6.69750645064507,(-0.6114227632837367+0.5266579129074984j)
6.69750845084508,(-0.6112819528593265+0.5266905694144305j)
6.6975104510451,(-0.6111410642026344+0.5267232011326894j)
6.69751245124512,(-0.6110000972676966+0.5267558080100009j)
6.69751445144515,(-0.6108590520072749+0.5267883899943044j)
6.69751645164517,(-0.6107179283759808+0.5268209470330305j)
6.69751845184518,(-0.61057672632744+0.526853479073757j)
6.6975204520452,(-0.6104354458133426+0.5268859860644248j)
6.69752245224522,(-0.6102940867878875+0.5269184679523151j)
6.69752445244524,(-0.610152649204312+0.5269509246848485j)
6.69752645264527,(-0.6100111330153102+0.5269833562094881j)
6.69752845284528,(-0.6098695381761714+0.5270157624730204j)
6.6975304530452995,(-0.6097278646379789+0.5270481434231129j)
6.69753245324532,(-0.6095861123548849+0.5270804990066483j)
6.69753445344534,(-0.6094442812800769+0.5271128291706472j)
6.69753645364537,(-0.609302371366094+0.5271451338621953j)
6.69753845384539,(-0.6091603825673619+0.5271774130278667j)
6.69754045404541,(-0.609018314836629+0.5272096666145342j)
6.69754245424543,(-0.6088761681269169+0.5272418945689258j)
6.69754445444545,(-0.608733942391498+0.5272740968376292j)
6.69754645464547,(-0.6085916375834187+0.5273062733672008j)
6.69754845484549,(-0.6084492536558682+0.5273384241040813j)
6.69755045504551,(-0.6083067905619695+0.5273705489946435j)
6.69755245524553,(-0.6081642482548562+0.527402647985174j)
6.69755445544555,(-0.6080216266875691+0.5274347210218974j)
6.69755645564557,(-0.6078789258132392+0.5274667680509342j)
6.69755845584559,(-0.6077361455848781+0.5274987890183483j)
6.69756045604561,(-0.6075932859555347+0.5275307838701121j)
6.69756245624563,(-0.607450346878271+0.5275627525521102j)
6.69756445644565,(-0.6073073283061613+0.5275946950101412j)
6.69756645664567,(-0.6071642301921056+0.5276266111899591j)
6.69756845684569,(-0.6070210524892027+0.5276585010371888j)
6.69757045704571,(-0.6068777951502702+0.5276903644974341j)
6.69757245724573,(-0.606734458128485+0.5277222015161345j)
6.69757445744575,(-0.6065910413766104+0.5277540120387368j)
6.69757645764577,(-0.606447544847742+0.5277857960105306j)
6.69757845784579,(-0.6063039684946936+0.527817553376782j)
6.69758045804581,(-0.6061603122703734+0.5278492840826529j)
6.69758245824583,(-0.6060165761276204+0.5278809880732348j)
6.69758445844585,(-0.6058727600195014+0.5279126652934848j)
6.69758645864587,(-0.6057288638987749+0.5279443156883423j)
6.69758845884589,(-0.6055848877182389+0.5279759392026542j)
6.69759045904591,(-0.6054408314308383+0.5280075357811485j)
6.69759245924593,(-0.6052966949892354+0.5280391053685309j)
6.697594459445951,(-0.6051524783464561+0.5280706479093423j)
6.69759645964597,(-0.6050081814551352+0.5281021633481234j)
6.69759845984599,(-0.6048638042681356+0.5281336516292794j)
6.69760046004601,(-0.604719346738174+0.5281651126971624j)
6.69760246024603,(-0.6045748088180591+0.5281965464960178j)
6.69760446044604,(-0.6044301904612872+0.528227952969857j)
6.697606460646069,(-0.6042854916181624+0.5282593320632981j)
6.69760846084609,(-0.6041407122438519+0.5282906837198172j)
6.69761046104611,(-0.6039958522903028+0.528322007883504j)
6.69761246124613,(-0.6038509117100959+0.5283533044982238j)
6.69761446144615,(-0.6037058904559601+0.5283845735077236j)
6.69761646164616,(-0.603560788481314+0.528415814855516j)
6.69761846184619,(-0.6034156057365908+0.5284470284856694j)
6.69762046204621,(-0.6032703421765607+0.528478214341232j)
6.69762246224623,(-0.6031249977532518+0.5285093723657562j)
6.6976244624462495,(-0.6029795724191649+0.5285405025026052j)
6.69762646264626,(-0.6028340661276556+0.5285716046948726j)
6.697628462846289,(-0.6026884788290849+0.5286026788862048j)
6.697630463046309,(-0.6025428104782184+0.5286337250192207j)
6.697632463246329,(-0.602397061026963+0.5286647430370619j)
6.697634463446349,(-0.6022512304277559+0.5286957328826701j)
6.69763646364637,(-0.6021053186331822+0.5287266944988674j)
6.69763846384638,(-0.6019593255964686+0.5287576278282534j)
6.69764046404641,(-0.6018132512680548+0.5287885328139296j)
6.69764246424643,(-0.6016670956024203+0.5288194093980549j)
6.69764446444645,(-0.6015208585515023+0.5288502575232387j)
6.69764646464647,(-0.6013745400675513+0.5288810771319354j)
6.69764846484648,(-0.6012281401040602+0.5289118681662508j)
6.6976504650465,(-0.601081658611673+0.5289426305688015j)
6.69765246524653,(-0.6009350955431204+0.5289733642816763j)
6.69765446544655,(-0.6007884508521586+0.5290040692466615j)
6.69765646564657,(-0.6006417244903755+0.5290347454059099j)
6.69765846584658,(-0.6004949164110133+0.5290653927011397j)
6.6976604660466,(-0.6003480265648413+0.5290960110744964j)
6.69766246624662,(-0.6002010549051593+0.529126600467509j)
6.69766446644665,(-0.6000540013835856+0.5291571608219676j)
6.69766646664667,(-0.5999068659538351+0.5291876920791379j)
6.69766846684669,(-0.5997596485673935+0.52921819418066j)
6.6976704670466995,(-0.5996123491775146+0.5292486670677181j)
6.69767246724672,(-0.5994649677350278+0.5292791106819091j)
6.69767446744675,(-0.5993175041922035+0.5293095249644418j)
6.69767646764677,(-0.5991699585026997+0.5293399098561494j)
6.69767846784679,(-0.5990223306181331+0.5293702652981976j)
6.6976804680468,(-0.5988746204915368+0.5294005912313708j)
6.69768246824682,(-0.5987268280736221+0.5294308875968398j)
6.69768446844684,(-0.5985789533173981+0.5294611543352142j)
6.69768646864687,(-0.598430996174432+0.5294913913873093j)
6.697688468846889,(-0.5982829565982626+0.5295215986934467j)
6.69769046904691,(-0.5981348345404065+0.5295517761942724j)
6.69769246924693,(-0.5979866299531135+0.5295819238301913j)
6.69769446944695,(-0.5978383427885651+0.5296120415415324j)
6.69769646964697,(-0.5976899729988498+0.5296421292685531j)
6.69769846984699,(-0.5975415205362389+0.5296721869513832j)
6.69770047004701,(-0.5973929853527421+0.5297022145301146j)
6.69770247024703,(-0.5972443674006633+0.5297322119446891j)
6.69770447044705,(-0.5970956666319905+0.5297621791350217j)
6.69770647064707,(-0.5969468829989227+0.5297921160408937j)
6.69770847084709,(-0.5967980164535647+0.5298220226020143j)
6.69771047104711,(-0.5966490669479263+0.5298518987580204j)
6.69771247124713,(-0.5965000344340629+0.5298817444484493j)
